repo,old_env,new_env,old_code,new_code
numpy/numpy,v1.23.5,v1.24.0rc1,"[' \n', '     Returns\n', '     -------\n', '+    ptp : ndarray or scalar\n', '+        The range of a given array - `scalar` if array is one-dimensional\n', '+        or a new array holding the result along the given axis\n', ' \n', '     Examples\n', '     --------\n']","[' \n', '     Returns\n', '     -------\n', '-    ptp : ndarray\n', '-        A new array holding the result, unless `out` was\n', '-        specified, in which case a reference to `out` is returned.\n', ' \n', '     Examples\n', '     --------\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     -------\n', '     amax : ndarray or scalar\n', '         Maximum of `a`. If `axis` is None, the result is a scalar value.\n', '+        If `axis` is an int, the result is an array of dimension\n', '+        ``a.ndim - 1``. If `axis` is a tuple, the result is an array of \n', '+        dimension ``a.ndim - len(axis)``.\n', ' \n', '     See Also\n', '     --------\n']","['     -------\n', '     amax : ndarray or scalar\n', '         Maximum of `a`. If `axis` is None, the result is a scalar value.\n', '-        If `axis` is given, the result is an array of dimension\n', '-        ``a.ndim - 1``.\n', ' \n', '     See Also\n', '     --------\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     -------\n', '     amin : ndarray or scalar\n', '         Minimum of `a`. If `axis` is None, the result is a scalar value.\n', '+        If `axis` is an int, the result is an array of dimension\n', '+        ``a.ndim - 1``.  If `axis` is a tuple, the result is an array of \n', '+        dimension ``a.ndim - len(axis)``.\n', ' \n', '     See Also\n', '     --------\n']","['     -------\n', '     amin : ndarray or scalar\n', '         Minimum of `a`. If `axis` is None, the result is a scalar value.\n', '-        If `axis` is given, the result is an array of dimension\n', '-        ``a.ndim - 1``.\n', ' \n', '     See Also\n', '     --------\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' \n', '     Even when the input array is two-dimensional:\n', ' \n', '+    >>> a = np.array([[1., 2.], [3., 4.]])\n', '+    >>> np.prod(a)\n', '     24.0\n', ' \n', '     But we can also specify the axis over which to multiply:\n', ' \n', '+    >>> np.prod(a, axis=1)\n', '     array([  2.,  12.])\n', '+    >>> np.prod(a, axis=0)\n', '+    array([3., 8.])\n', '+    \n', '     Or select specific elements to include:\n', ' \n', '     >>> np.prod([1., np.nan, 3.], where=[True, False, True])\n']","[' \n', '     Even when the input array is two-dimensional:\n', ' \n', '-    >>> np.prod([[1.,2.],[3.,4.]])\n', '     24.0\n', ' \n', '     But we can also specify the axis over which to multiply:\n', ' \n', '-    >>> np.prod([[1.,2.],[3.,4.]], axis=1)\n', '     array([  2.,  12.])\n', '-\n', '     Or select specific elements to include:\n', ' \n', '     >>> np.prod([1., np.nan, 3.], where=[True, False, True])\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     See Also\n', '     --------\n', '     ndarray.round : equivalent method\n', '     ceil, fix, floor, rint, trunc\n', ' \n', ' \n', '     Notes\n', '     -----\n', '+    `~numpy.round` is often used as an alias for `~numpy.around`.\n', '+    \n', '     For values exactly halfway between rounded decimal values, NumPy\n', '     rounds to the nearest even value. Thus 1.5 and 2.5 round to 2.0,\n', '     -0.5 and 0.5 round to 0.0, etc.\n']","['     See Also\n', '     --------\n', '     ndarray.round : equivalent method\n', '-\n', '     ceil, fix, floor, rint, trunc\n', ' \n', ' \n', '     Notes\n', '     -----\n', '     For values exactly halfway between rounded decimal values, NumPy\n', '     rounds to the nearest even value. Thus 1.5 and 2.5 round to 2.0,\n', '     -0.5 and 0.5 round to 0.0, etc.\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['                 scale (a geometric progression).\n', '     logspace : Similar to `geomspace`, but with the end points specified as\n', '                logarithms.\n', '+    :ref:`how-to-partition`\n', ' \n', '     Examples\n', '     --------\n']","['                 scale (a geometric progression).\n', '     logspace : Similar to `geomspace`, but with the end points specified as\n', '                logarithms.\n', ' \n', '     Examples\n', '     --------\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     dt = result_type(start, stop, float(num))\n', '     if dtype is None:\n', '         dtype = dt\n', '+        integer_dtype = False\n', '+    else:\n', '+        integer_dtype = _nx.issubdtype(dtype, _nx.integer)\n', ' \n', '     delta = stop - start\n', '     y = _nx.arange(0, num, dtype=dt).reshape((-1,) + (1,) * ndim(delta))\n', '     # In-place multiplication y *= delta/div is faster, but prevents the multiplicant\n', '     # from overriding what class is produced, and thus prevents, e.g. use of Quantities,\n', '     # see gh-7142. Hence, we multiply in place only for standard scalar types.\n', '     if div > 0:\n', '+        _mult_inplace = _nx.isscalar(delta)\n', '         step = delta / div\n', '+        any_step_zero = (\n', '+            step == 0 if _mult_inplace else _nx.asanyarray(step == 0).any())\n', '+        if any_step_zero:\n', '             # Special handling for denormal numbers, gh-5437\n', '             y /= div\n', '             if _mult_inplace:\n']","['     dt = result_type(start, stop, float(num))\n', '     if dtype is None:\n', '         dtype = dt\n', ' \n', '     delta = stop - start\n', '     y = _nx.arange(0, num, dtype=dt).reshape((-1,) + (1,) * ndim(delta))\n', '     # In-place multiplication y *= delta/div is faster, but prevents the multiplicant\n', '     # from overriding what class is produced, and thus prevents, e.g. use of Quantities,\n', '     # see gh-7142. Hence, we multiply in place only for standard scalar types.\n', '-    _mult_inplace = _nx.isscalar(delta)\n', '     if div > 0:\n', '         step = delta / div\n', '-        if _nx.any(step == 0):\n', '             # Special handling for denormal numbers, gh-5437\n', '             y /= div\n', '             if _mult_inplace:\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     if axis != 0:\n', '         y = _nx.moveaxis(y, 0, axis)\n', ' \n', '+    if integer_dtype:\n', '         _nx.floor(y, out=y)\n', ' \n', '     if retstep:\n']","['     if axis != 0:\n', '         y = _nx.moveaxis(y, 0, axis)\n', ' \n', '-    if _nx.issubdtype(dtype, _nx.integer):\n', '         _nx.floor(y, out=y)\n', ' \n', '     if retstep:\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     linspace : Similar to logspace, but with the samples uniformly distributed\n', '                in linear space, instead of log space.\n', '     geomspace : Similar to logspace, but with endpoints specified directly.\n', '+    :ref:`how-to-partition`\n', ' \n', '     Notes\n', '     -----\n']","['     linspace : Similar to logspace, but with the samples uniformly distributed\n', '                in linear space, instead of log space.\n', '     geomspace : Similar to logspace, but with endpoints specified directly.\n', ' \n', '     Notes\n', '     -----\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['                progression.\n', '     arange : Similar to linspace, with the step size specified instead of the\n', '              number of samples.\n', '+    :ref:`how-to-partition`\n', ' \n', '     Notes\n', '     -----\n']","['                progression.\n', '     arange : Similar to linspace, with the step size specified instead of the\n', '              number of samples.\n', ' \n', '     Notes\n', '     -----\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['         return ma_like\n', '     # Fall back to parameter discovery\n', '     warnings.warn(\n', ""+        f'Signature {key} for {ftype} does not match any known type: '\n"", ""+        'falling back to type probe function.\\n'\n"", ""+        'This warnings indicates broken support for the dtype!',\n"", '         UserWarning, stacklevel=2)\n', '     return _discovered_machar(ftype)\n', ' \n']","['         return ma_like\n', '     # Fall back to parameter discovery\n', '     warnings.warn(\n', ""-        'Signature {} for {} does not match any known type: '\n"", ""-        'falling back to type probe function'.format(key, ftype),\n"", '         UserWarning, stacklevel=2)\n', '     return _discovered_machar(ftype)\n', ' \n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     ----------\n', '     bits : int\n', '         The number of bits occupied by the type.\n', '+    dtype : dtype\n', '+        Returns the dtype for which `finfo` returns information. For complex\n', '+        input, the returned dtype is the associated ``float*`` dtype for its\n', '+        real and complex components.\n', '     eps : float\n', '         The difference between 1.0 and the next smallest representable float\n', '         larger than 1.0. For example, for 64-bit binary floats in the IEEE-754\n']","['     ----------\n', '     bits : int\n', '         The number of bits occupied by the type.\n', '     eps : float\n', '         The difference between 1.0 and the next smallest representable float\n', '         larger than 1.0. For example, for 64-bit binary floats in the IEEE-754\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     Parameters\n', '     ----------\n', '     dtype : float, dtype, or instance\n', '+        Kind of floating point or complex floating point\n', '+        data-type about which to get information.\n', ' \n', '     See Also\n', '     --------\n']","['     Parameters\n', '     ----------\n', '     dtype : float, dtype, or instance\n', '-        Kind of floating point data-type about which to get information.\n', ' \n', '     See Also\n', '     --------\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     fill the gap between 0 and ``smallest_normal``. However, subnormal numbers\n', '     may have significantly reduced precision [2]_.\n', ' \n', '+    This function can also be used for complex data types as well. If used,\n', '+    the output will be the same as the corresponding real float type\n', '+    (e.g. numpy.finfo(numpy.csingle) is the same as numpy.finfo(numpy.single)).\n', '+    However, the output is true for the real and imaginary components.\n', '+\n', '     References\n', '     ----------\n', '     .. [1] IEEE Standard for Floating-Point Arithmetic, IEEE Std 754-2008,\n', '            pp.1-70, 2008, http://www.doi.org/10.1109/IEEESTD.2008.4610935\n', '     .. [2] Wikipedia, ""Denormal Numbers"",\n', '            https://en.wikipedia.org/wiki/Denormal_number\n', '+\n', '+    Examples\n', '+    --------\n', '+    >>> np.finfo(np.float64).dtype\n', ""+    dtype('float64')\n"", '+    >>> np.finfo(np.complex64).dtype\n', ""+    dtype('float32')\n"", '+\n', '     """"""\n', ' \n', '     _finfo_cache = {}\n']","['     fill the gap between 0 and ``smallest_normal``. However, subnormal numbers\n', '     may have significantly reduced precision [2]_.\n', ' \n', '     References\n', '     ----------\n', '     .. [1] IEEE Standard for Floating-Point Arithmetic, IEEE Std 754-2008,\n', '            pp.1-70, 2008, http://www.doi.org/10.1109/IEEESTD.2008.4610935\n', '     .. [2] Wikipedia, ""Denormal Numbers"",\n', '            https://en.wikipedia.org/wiki/Denormal_number\n', '     """"""\n', ' \n', '     _finfo_cache = {}\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     ----------\n', '     bits : int\n', '         The number of bits occupied by the type.\n', '+    dtype : dtype\n', '+        Returns the dtype for which `iinfo` returns information.\n', '     min : int\n', '         The smallest integer expressible by the type.\n', '     max : int\n']","['     ----------\n', '     bits : int\n', '         The number of bits occupied by the type.\n', '     min : int\n', '         The smallest integer expressible by the type.\n', '     max : int\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' # do not change them. issue gh-15518\n', ' # _get_ndarray_c_version is semi-public, on purpose not added to __all__\n', ' from ._multiarray_umath import (\n', '+    fastCopyAndTranspose, _flagdict, from_dlpack, _insert, _reconstruct,\n', '     _vec_string, _ARRAY_API, _monotonicity, _get_ndarray_c_version,\n', '     _get_madvise_hugepage, _set_madvise_hugepage,\n', '+    _get_promotion_state, _set_promotion_state,\n', '     )\n', ' \n', ' __all__ = [\n', ""     '_ARRAY_API', 'ALLOW_THREADS', 'BUFSIZE', 'CLIP', 'DATETIMEUNITS',\n"", ""     'ITEM_HASOBJECT', 'ITEM_IS_POINTER', 'LIST_PICKLE', 'MAXDIMS',\n"", ""     'MAY_SHARE_BOUNDS', 'MAY_SHARE_EXACT', 'NEEDS_INIT', 'NEEDS_PYAPI',\n"", ""+    'RAISE', 'USE_GETITEM', 'USE_SETITEM', 'WRAP',\n"", ""     '_flagdict', 'from_dlpack', '_insert', '_reconstruct', '_vec_string',\n"", ""     '_monotonicity', 'add_docstring', 'arange', 'array', 'asarray',\n"", ""     'asanyarray', 'ascontiguousarray', 'asfortranarray', 'bincount',\n""]","[' # do not change them. issue gh-15518\n', ' # _get_ndarray_c_version is semi-public, on purpose not added to __all__\n', ' from ._multiarray_umath import (\n', '-    _fastCopyAndTranspose, _flagdict, from_dlpack, _insert, _reconstruct,\n', '     _vec_string, _ARRAY_API, _monotonicity, _get_ndarray_c_version,\n', '     _get_madvise_hugepage, _set_madvise_hugepage,\n', '     )\n', ' \n', ' __all__ = [\n', ""     '_ARRAY_API', 'ALLOW_THREADS', 'BUFSIZE', 'CLIP', 'DATETIMEUNITS',\n"", ""     'ITEM_HASOBJECT', 'ITEM_IS_POINTER', 'LIST_PICKLE', 'MAXDIMS',\n"", ""     'MAY_SHARE_BOUNDS', 'MAY_SHARE_EXACT', 'NEEDS_INIT', 'NEEDS_PYAPI',\n"", ""-    'RAISE', 'USE_GETITEM', 'USE_SETITEM', 'WRAP', '_fastCopyAndTranspose',\n"", ""     '_flagdict', 'from_dlpack', '_insert', '_reconstruct', '_vec_string',\n"", ""     '_monotonicity', 'add_docstring', 'arange', 'array', 'asarray',\n"", ""     'asanyarray', 'ascontiguousarray', 'asfortranarray', 'bincount',\n""]"
numpy/numpy,v1.23.5,v1.24.0rc1,"[""     'ravel_multi_index', 'result_type', 'scalar', 'set_datetimeparse_function',\n"", ""     'set_legacy_print_mode', 'set_numeric_ops', 'set_string_function',\n"", ""     'set_typeDict', 'shares_memory', 'tracemalloc_domain', 'typeinfo',\n"", ""+    'unpackbits', 'unravel_index', 'vdot', 'where', 'zeros',\n"", ""+    '_get_promotion_state', '_set_promotion_state']\n"", ' \n', ' # For backward compatibility, make sure pickle imports these functions from here\n', "" _reconstruct.__module__ = 'numpy.core.multiarray'\n""]","[""     'ravel_multi_index', 'result_type', 'scalar', 'set_datetimeparse_function',\n"", ""     'set_legacy_print_mode', 'set_numeric_ops', 'set_string_function',\n"", ""     'set_typeDict', 'shares_memory', 'tracemalloc_domain', 'typeinfo',\n"", ""-    'unpackbits', 'unravel_index', 'vdot', 'where', 'zeros']\n"", ' \n', ' # For backward compatibility, make sure pickle imports these functions from here\n', "" _reconstruct.__module__ = 'numpy.core.multiarray'\n""]"
numpy/numpy,v1.23.5,v1.24.0rc1,"["" set_numeric_ops.__module__ = 'numpy'\n"", "" seterrobj.__module__ = 'numpy'\n"", "" zeros.__module__ = 'numpy'\n"", ""+_get_promotion_state.__module__ = 'numpy'\n"", ""+_set_promotion_state.__module__ = 'numpy'\n"", ' \n', ' \n', "" # We can't verify dispatcher signatures because NumPy's C functions don't\n""]","["" set_numeric_ops.__module__ = 'numpy'\n"", "" seterrobj.__module__ = 'numpy'\n"", "" zeros.__module__ = 'numpy'\n"", ' \n', ' \n', "" # We can't verify dispatcher signatures because NumPy's C functions don't\n""]"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' \n', '         np.inner(a, b) = sum(a[:]*b[:])\n', ' \n', '+    More generally, if ``ndim(a) = r > 0`` and ``ndim(b) = s > 0``::\n', ' \n', '         np.inner(a, b) = np.tensordot(a, b, axes=(-1,-1))\n', ' \n']","[' \n', '         np.inner(a, b) = sum(a[:]*b[:])\n', ' \n', '-    More generally, if `ndim(a) = r > 0` and `ndim(b) = s > 0`::\n', ' \n', '         np.inner(a, b) = np.tensordot(a, b, axes=(-1,-1))\n', ' \n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     - If both `a` and `b` are 2-D arrays, it is matrix multiplication,\n', '       but using :func:`matmul` or ``a @ b`` is preferred.\n', ' \n', '+    - If either `a` or `b` is 0-D (scalar), it is equivalent to\n', '+      :func:`multiply` and using ``numpy.multiply(a, b)`` or ``a * b`` is\n', '+      preferred.\n', ' \n', '     - If `a` is an N-D array and `b` is a 1-D array, it is a sum product over\n', '       the last axis of `a` and `b`.\n', ' \n', '     - If `a` is an N-D array and `b` is an M-D array (where ``M>=2``), it is a\n', '+      sum product over the last axis of `a` and the second-to-last axis of\n', '+      `b`::\n', ' \n', '         dot(a, b)[i,j,k,m] = sum(a[i,j,:] * b[k,:,m])\n', ' \n', '+    It uses an optimized BLAS library when possible (see `numpy.linalg`).\n', '+\n', '     Parameters\n', '     ----------\n', '     a : array_like\n']","['     - If both `a` and `b` are 2-D arrays, it is matrix multiplication,\n', '       but using :func:`matmul` or ``a @ b`` is preferred.\n', ' \n', '-    - If either `a` or `b` is 0-D (scalar), it is equivalent to :func:`multiply`\n', '-      and using ``numpy.multiply(a, b)`` or ``a * b`` is preferred.\n', ' \n', '     - If `a` is an N-D array and `b` is a 1-D array, it is a sum product over\n', '       the last axis of `a` and `b`.\n', ' \n', '     - If `a` is an N-D array and `b` is an M-D array (where ``M>=2``), it is a\n', '-      sum product over the last axis of `a` and the second-to-last axis of `b`::\n', ' \n', '         dot(a, b)[i,j,k,m] = sum(a[i,j,:] * b[k,:,m])\n', ' \n', '     Parameters\n', '     ----------\n', '     a : array_like\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['         A boolean array which is broadcasted to match the dimensions\n', '         of `dst`, and selects elements to copy from `src` to `dst`\n', '         wherever it contains the value True.\n', '+\n', '+    Examples\n', '+    --------\n', '+    >>> A = np.array([4, 5, 6])\n', '+    >>> B = [1, 2, 3]\n', '+    >>> np.copyto(A, B)\n', '+    >>> A\n', '+    array([1, 2, 3])\n', '+\n', '+    >>> A = np.array([[1, 2, 3], [4, 5, 6]])\n', '+    >>> B = [[4, 5, 6], [7, 8, 9]]\n', '+    >>> np.copyto(A, B)\n', '+    >>> A\n', '+    array([[4, 5, 6],\n', '+           [7, 8, 9]])\n', '+       \n', '     """"""\n', '     return (dst, src, where)\n', ' \n']","['         A boolean array which is broadcasted to match the dimensions\n', '         of `dst`, and selects elements to copy from `src` to `dst`\n', '         wherever it contains the value True.\n', '     """"""\n', '     return (dst, src, where)\n', ' \n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' import numpy as np\n', ' from . import multiarray\n', ' from .multiarray import (\n', '+    fastCopyAndTranspose, ALLOW_THREADS,\n', '     BUFSIZE, CLIP, MAXDIMS, MAY_SHARE_BOUNDS, MAY_SHARE_EXACT, RAISE,\n', '     WRAP, arange, array, asarray, asanyarray, ascontiguousarray,\n', '     asfortranarray, broadcast, can_cast, compare_chararrays,\n']","[' import numpy as np\n', ' from . import multiarray\n', ' from .multiarray import (\n', '-    _fastCopyAndTranspose as fastCopyAndTranspose, ALLOW_THREADS,\n', '     BUFSIZE, CLIP, MAXDIMS, MAY_SHARE_BOUNDS, MAY_SHARE_EXACT, RAISE,\n', '     WRAP, arange, array, asarray, asanyarray, ascontiguousarray,\n', '     asfortranarray, broadcast, can_cast, compare_chararrays,\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     fromstring, inner, lexsort, matmul, may_share_memory,\n', '     min_scalar_type, ndarray, nditer, nested_iters, promote_types,\n', '     putmask, result_type, set_numeric_ops, shares_memory, vdot, where,\n', '+    zeros, normalize_axis_index, _get_promotion_state, _set_promotion_state)\n', ' \n', ' from . import overrides\n', ' from . import umath\n']","['     fromstring, inner, lexsort, matmul, may_share_memory,\n', '     min_scalar_type, ndarray, nditer, nested_iters, promote_types,\n', '     putmask, result_type, set_numeric_ops, shares_memory, vdot, where,\n', '-    zeros, normalize_axis_index)\n', ' \n', ' from . import overrides\n', ' from . import umath\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' from . import numerictypes\n', ' from .numerictypes import longlong, intc, int_, float_, complex_, bool_\n', ' from ._exceptions import TooHardError, AxisError\n', '+from ._ufunc_config import errstate, _no_nep50_warning\n', ' \n', ' bitwise_not = invert\n', ' ufunc = type(sin)\n']","[' from . import numerictypes\n', ' from .numerictypes import longlong, intc, int_, float_, complex_, bool_\n', ' from ._exceptions import TooHardError, AxisError\n', '-from ._ufunc_config import errstate\n', ' \n', ' bitwise_not = invert\n', ' ufunc = type(sin)\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[""     'False_', 'True_', 'bitwise_not', 'CLIP', 'RAISE', 'WRAP', 'MAXDIMS',\n"", ""     'BUFSIZE', 'ALLOW_THREADS', 'ComplexWarning', 'full', 'full_like',\n"", ""     'matmul', 'shares_memory', 'may_share_memory', 'MAY_SHARE_BOUNDS',\n"", ""+    'MAY_SHARE_EXACT', 'TooHardError', 'AxisError',\n"", ""+    '_get_promotion_state', '_set_promotion_state']\n"", ' \n', ' \n', "" @set_module('numpy')\n""]","[""     'False_', 'True_', 'bitwise_not', 'CLIP', 'RAISE', 'WRAP', 'MAXDIMS',\n"", ""     'BUFSIZE', 'ALLOW_THREADS', 'ComplexWarning', 'full', 'full_like',\n"", ""     'matmul', 'shares_memory', 'may_share_memory', 'MAY_SHARE_BOUNDS',\n"", ""-    'MAY_SHARE_EXACT', 'TooHardError', 'AxisError']\n"", ' \n', ' \n', "" @set_module('numpy')\n""]"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     This function computes the correlation as generally defined in signal\n', '     processing texts:\n', ' \n', '+    .. math:: c_k = \\sum_n a_{n+k} \\cdot \\overline{v}_n\n', ' \n', '     with a and v sequences being zero-padded where necessary and\n', '     :math:`\\overline x` denoting complex conjugation.\n']","['     This function computes the correlation as generally defined in signal\n', '     processing texts:\n', ' \n', '-    .. math:: c_k = \\sum_n a_{n+k} \\cdot \\overline{v_n}\n', ' \n', '     with a and v sequences being zero-padded where necessary and\n', '     :math:`\\overline x` denoting complex conjugation.\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     dtype = promote_types(a.dtype, b.dtype)\n', '     cp = empty(shape, dtype)\n', ' \n', '+    # recast arrays as dtype\n', '+    a = a.astype(dtype)\n', '+    b = b.astype(dtype)\n', '+\n', '     # create local aliases for readability\n', '     a0 = a[..., 0]\n', '     a1 = a[..., 1]\n']","['     dtype = promote_types(a.dtype, b.dtype)\n', '     cp = empty(shape, dtype)\n', ' \n', '     # create local aliases for readability\n', '     a0 = a[..., 0]\n', '     a1 = a[..., 1]\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' \n', '     Notes\n', '     -----\n', '+    Keywords other than `dtype` and `like` are passed to `function`.\n', ' \n', '     Examples\n', '     --------\n']","[' \n', '     Notes\n', '     -----\n', '-    Keywords other than `dtype` are passed to `function`.\n', ' \n', '     Examples\n', '     --------\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     array([False,  True])\n', '     """"""\n', '     def within_tol(x, y, atol, rtol):\n', ""+        with errstate(invalid='ignore'), _no_nep50_warning():\n"", '             return less_equal(abs(x-y), atol + rtol * abs(y))\n', ' \n', '     x = asanyarray(a)\n']","['     array([False,  True])\n', '     """"""\n', '     def within_tol(x, y, atol, rtol):\n', ""-        with errstate(invalid='ignore'):\n"", '             return less_equal(abs(x-y), atol + rtol * abs(y))\n', ' \n', '     x = asanyarray(a)\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['      |   |   |     byte\n', '      |   |   |     short\n', '      |   |   |     intc\n', '+     |   |   |     intp\n', '      |   |   |     int_\n', '      |   |   |     longlong\n', '      |   |   \\\\-> unsignedinteger  (uintxx)     (kind=u)\n', '      |   |         ubyte\n', '      |   |         ushort\n', '      |   |         uintc\n', '+     |   |         uintp\n', '      |   |         uint_\n', '      |   |         ulonglong\n', '      |   +-> inexact\n']","['      |   |   |     byte\n', '      |   |   |     short\n', '      |   |   |     intc\n', '-     |   |   |     intp            int0\n', '      |   |   |     int_\n', '      |   |   |     longlong\n', '      |   |   \\\\-> unsignedinteger  (uintxx)     (kind=u)\n', '      |   |         ubyte\n', '      |   |         ushort\n', '      |   |         uintc\n', '-     |   |         uintp           uint0\n', '      |   |         uint_\n', '      |   |         ulonglong\n', '      |   +-> inexact\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' \n', '         @functools.wraps(implementation)\n', '         def public_api(*args, **kwargs):\n', '+            try:\n', '+                relevant_args = dispatcher(*args, **kwargs)\n', '+            except TypeError as exc:\n', '+                # Try to clean up a signature related TypeError.  Such an\n', '+                # error will be something like:\n', '+                #     dispatcher.__name__() got an unexpected keyword argument\n', '+                #\n', '+                # So replace the dispatcher name in this case.  In principle\n', '+                # TypeErrors may be raised from _within_ the dispatcher, so\n', '+                # we check that the traceback contains a string that starts\n', '+                # with the name.  (In principle we could also check the\n', '+                # traceback length, as it would be deeper.)\n', '+                msg = exc.args[0]\n', '+                disp_name = dispatcher.__name__\n', '+                if not isinstance(msg, str) or not msg.startswith(disp_name):\n', '+                    raise\n', '+\n', '+                # Replace with the correct name and re-raise:\n', '+                new_msg = msg.replace(disp_name, public_api.__name__)\n', '+                raise TypeError(new_msg) from None\n', '+\n', '             return implement_array_function(\n', '                 implementation, public_api, relevant_args, args, kwargs)\n', ' \n']","[' \n', '         @functools.wraps(implementation)\n', '         def public_api(*args, **kwargs):\n', '-            relevant_args = dispatcher(*args, **kwargs)\n', '             return implement_array_function(\n', '                 implementation, public_api, relevant_args, args, kwargs)\n', ' \n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' import pathlib\n', ' import sys\n', ' import textwrap\n', ' \n', ' from numpy.distutils.misc_util import mingw32\n', ' \n']","[' import pathlib\n', ' import sys\n', ' import textwrap\n', '-import warnings\n', ' \n', ' from numpy.distutils.misc_util import mingw32\n', ' \n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' # (*not* C_ABI_VERSION) would be increased.  Whenever binary compatibility is\n', ' # broken, both C_API_VERSION and C_ABI_VERSION should be increased.\n', ' #\n', '+# The version needs to be kept in sync with that in cversions.txt.\n', '+#\n', ' # 0x00000008 - 1.7.x\n', ' # 0x00000009 - 1.8.x\n', ' # 0x00000009 - 1.9.x\n']","[' # (*not* C_ABI_VERSION) would be increased.  Whenever binary compatibility is\n', ' # broken, both C_API_VERSION and C_ABI_VERSION should be increased.\n', ' #\n', ' # 0x00000008 - 1.7.x\n', ' # 0x00000009 - 1.8.x\n', ' # 0x00000009 - 1.9.x\n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"[' # 0x0000000e - 1.20.x\n', ' # 0x0000000e - 1.21.x\n', ' # 0x0000000f - 1.22.x\n', '+# 0x00000010 - 1.23.x\n', '+# 0x00000010 - 1.24.x\n', '+C_API_VERSION = 0x00000010\n', ' \n', '+class MismatchCAPIError(ValueError):\n', '     pass\n', ' \n', ' \n']","[' # 0x0000000e - 1.20.x\n', ' # 0x0000000e - 1.21.x\n', ' # 0x0000000f - 1.22.x\n', '-# 0x0000000f - 1.23.x\n', '-C_API_VERSION = 0x0000000f\n', ' \n', '-class MismatchCAPIWarning(Warning):\n', '     pass\n', ' \n', ' \n']"
numpy/numpy,v1.23.5,v1.24.0rc1,"['     # To compute the checksum of the current API, use numpy/core/cversions.py\n', '     if not curapi_hash == api_hash:\n', '         msg = (""API mismatch detected, the C API version ""\n', '+               ""numbers have to be updated. Current C api version is ""\n', '+               f""{apiversion}, with checksum {curapi_hash}, but recorded ""\n', '+               f""checksum in core/codegen_dir/cversions.txt is {api_hash}. If ""\n', '+               ""functions were added in the C API, you have to update ""\n', '+               f""C_API_VERSION in {__file__}.""\n', '                )\n', '+        raise MismatchCAPIError(msg)\n', ' \n', ' \n', ' FUNC_CALL_ARGS = {}\n']","['     # To compute the checksum of the current API, use numpy/core/cversions.py\n', '     if not curapi_hash == api_hash:\n', '         msg = (""API mismatch detected, the C API version ""\n', '-               ""numbers have to be updated. Current C api version is %d, ""\n', '-               ""with checksum %s, but recorded checksum for C API version %d ""\n', '-               ""in core/codegen_dir/cversions.txt is %s. If functions were ""\n', '-               ""added in the C API, you have to update C_API_VERSION in %s.""\n', '                )\n', '-        warnings.warn(msg % (apiversion, curapi_hash, apiversion, api_hash,\n', '-                             __file__),\n', '-                      MismatchCAPIWarning, stacklevel=2)\n', ' \n', ' \n', ' FUNC_CALL_ARGS = {}\n']"
